39398	70102	39984	74081	59146	2886	74906	51177	6172	63310	24738	62465	37556	47616	86309	46528
35600	72366	39411	63524	69547	10228	34094	30934	480	61749	43498	38814	48657	67067	72081	75917
23499	3183	35858	25293	93593	72944	29167	7567	62202	6316	90917	63537	88746	79472	87224	20212
14965	86968	31088	98527	55194	31	18550	50429	31683	3329	16403	97653	68451	22923	56903	90265
36950	61944	14406	31860	99251	30362	75830	70562	10666	16382	46869	96722	2064	52292	42519	67474
46063	54311	99483	45708	26848	91660	56370	25009	93224	30667	88156	91453	69626	34463	7733	44478
65692	88005	1230	5560	6941	72350	6045	95008	55274	134	51607	7962	53685	94204	30489	12558
29722	26748	45980	12235	13166	54344	45075	45990	69762	22164	70485	70202	84866	74168	15485	48891
5164	76907	22631	3194	75468	86651	23757	81155	75360	39366	75338	58531	14865	75265	84253	42321
86065	57678	98224	31732	93305	33797	78854	88644	67185	70924	43955	64155	27212	45070	93477	50309
62220	55366	70552	62642	41316	24125	26295	51037	74684	4493	55877	65498	95886	12782	47685	27159
91499	3079	87024	93270	27510	33023	64975	16583	5399	3784	16710	77438	72392	88771	19510	63967
96181	35965	32295	70853	34132	14348	32278	97926	88049	33299	54913	36328	33291	98408	27178	62942
18637	84277	20961	24798	72096	81078	23292	76419	18432	2298	12890	95935	49474	13284	68844	94708
8647	36646	5707	21292	82188	2729	81146	60413	84992	7006	32571	30432	41362	28877	94146	6661
2755	78783	45927	93231	32604	94661	10498	26210	77160	32766	42820	79777	5367	53830	14830	38413
85154	63132	68693	80455	69162	18834	39069	75972	6677	77691	41457	72051	73064	28690	51386	98370
17451	74923	58266	50660	55032	38976	27651	26216	46345	45594	34259	58877	68488	4695	83101	38529
35226	9904	75474	23229	16863	44263	13934	1852	21653	35853	71656	13461	55806	79048	78373	90788
2495	31018	14410	50065	82318	82263	43393	34961	20965	59265	83218	2555	90145	38540	33139	59301
70653	79205	12518	42187	6482	39461	89986	83605	47610	12878	68019	63472	55450	97082	62097	65057
44656	41368	50990	68114	92542	1122	33014	64860	12826	47848	77987	3208	58760	42456	69548	13852
68106	97024	22900	23793	76022	77515	64992	87926	2858	93126	74526	30056	81505	3616	40568	45908
24110	70761	19150	25053	84333	3331	21055	11725	56572	11680	36780	51338	92462	74023	66011	44250
15792	88077	80900	84865	63546	43896	31054	12859	16708	66263	14992	18812	95354	94481	75455	24063
69638	13849	5562	18702	86843	49918	39106	35338	3106	34339	76004	12446	32530	8390	93498	70037
95702	1164	84740	19322	23171	72218	73241	19802	92676	70129	62083	4502	59332	18006	99679	80542
20918	61463	79958	66955	16043	52596	47144	22857	74851	74800	99963	2984	83888	69837	64774	19142
83900	84988	2288	18070	86173	51804	52194	52306	28704	49170	4069	76824	69218	91551	30235	92943
58909	66004	24416	10027	59512	58910	87579	45044	34169	44571	81008	21740	97307	82509	50909	35249
5586	75082	2190	8057	9310	27232	86864	64372	11823	15629	55482	6171	34144	63491	38671	51618
20326	10882	28491	97488	16978	29073	50288	80021	77867	63162	22461	14114	71630	79247	17584	59653
71145	87801	90617	86191	99620	18668	78746	70210	19916	54251	98635	47187	45990	98090	62645	54388
95050	13781	74211	21493	29612	60119	19890	49856	64372	14264	71580	86078	99107	53244	99065	53284
27949	3466	27398	70593	63982	8816	98613	35188	95678	60653	55289	40523	52754	69523	57968	49323
52161	85454	13102	79613	53855	2762	82971	44050	29941	61012	92828	55109	5319	5510	94946	96360
35605	2773	7216	58077	35493	52716	38769	87220	63772	57839	34974	93635	71379	71167	3323	83723
53398	44409	3742	45726	12403	35976	32342	45758	1683	70575	66964	79282	85405	67819	35172	24797
52312	41502	65816	68516	36255	69444	52141	37844	3048	34891	11236	58493	26738	54266	84635	45997
69537	24440	45987	93063	49954	44529	71338	7392	51726	31564	88721	3823	72960	41798	44246	87856
92152	6061	9604	3066	69387	91141	56332	10405	32516	27722	6588	1185	59365	45168	97903	36035
33455	91505	54422	23509	56607	51055	8704	34645	91224	40586	25800	38613	96293	52522	55837	27950
49290	99458	90356	12643	18618	85786	24355	21676	91415	69720	24643	26427	53217	97351	84588	31565
42507	74850	54177	15048	97808	88670	58843	95866	71066	71571	88177	70451	70601	70736	28311	4927
79630	84567	32930	20181	2928	85764	75750	92632	20748	10199	48941	13018	33474	34623	2149	93853
17061	78375	90315	1579	35094	32698	73784	87449	93487	4170	74820	15223	37406	60277	26218	96449
40887	96324	13409	38507	9992	85435	25415	66350	79383	96307	11600	43955	48658	61573	69110	25373
14751	86403	10810	32212	74244	4998	39690	56987	21518	44165	59796	49889	51310	53624	19713	94975
833	97610	8395	6732	23296	70196	32130	17056	19304	86059	45532	48950	50551	45485	96194	14422
65178	21875	12138	29243	10715	36265	70434	53536	299	69165	71260	27408	31814	7192	92972	24866
55450	11117	13399	84733	12944	21724	7245	26261	64963	59501	97081	33478	60124	81287	57281	98442
54856	24829	32239	96173	21489	74195	59377	4282	16064	76303	53002	4381	88439	25347	41792	71841
